Year,Gender,Intent,Substance,Under1_year,1to4_Years,5to14_years,15to24_years,25to34_years,35to44_years,45to54_years,55to64_years,65to74_years,75to84_years,85Plus_years
2017,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,1,3,6,1031,2821,2582,2583,1989,409,82,29
2017,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,1,99,183,130,126,85,14,2,2
2017,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,2,0,0,924,3463,3282,3497,2335,402,28,2
2017,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,1,2,1454,4890,3713,3043,2005,349,14,5
2017,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,5,5,6,165,665,743,746,710,140,8,1
2017,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,8,12,13,2655,8825,7084,5762,3481,563,45,12
2017,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,7,11,18,910,2854,3129,3659,2965,731,148,58
2017,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,5,1,1,780,2593,2548,2477,1648,266,9,3
2017,Both sexes,Preventable/accidental,All drugs,8,14,28,4837,15903,14322,13843,9875,1996,314,158
2017,Both sexes,Preventable/accidental,Any Opioid,4,7,17,3798,12325,10331,9139,6182,1086,104,31
2017,Both sexes,Preventable/accidental,Benzodiazepines,0,1,4,958,2619,2314,2178,1576,252,21,4
2017,Both sexes,Preventable/accidental,Cannabis,0,0,1,93,171,124,121,78,12,2,1
2017,Both sexes,Preventable/accidental,Cocaine,0,0,0,891,3307,3122,3297,2221,381,26,1
2017,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,1,1,1386,4686,3544,2885,1905,332,13,4
2017,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,1,3,150,593,668,659,624,127,6,0
2017,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,3,5,9,2479,8245,6604,5242,3119,464,31,4
2017,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,3,7,808,2580,2788,3112,2391,475,62,24
2017,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,1,0,723,2442,2397,2366,1588,257,7,2
2017,Female,"All (preventable, intentional, undetermined)",All drugs,17,13,48,1663,4918,5152,5907,4408,1103,294,159
2017,Female,"All (preventable, intentional, undetermined)",Any Opioid,10,9,19,1209,3592,3386,3618,2681,571,118,48
2017,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,1,1,3,298,918,1024,1242,1000,209,54,21
2017,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,1,16,48,34,35,30,1,1,0
2017,Female,"All (preventable, intentional, undetermined)",Cocaine,1,0,0,291,1020,941,1010,593,57,7,0
2017,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,423,1218,957,760,458,63,1,3
2017,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,0,6,50,244,326,328,314,51,5,1
2017,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,4,5,4,778,2308,1908,1680,1039,185,21,10
2017,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,5,10,285,951,1186,1717,1440,366,94,37
2017,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,1,1,281,813,777,750,420,46,1,0
2017,Female,Preventable/accidental,All drugs,3,6,12,1386,4367,4425,4785,3416,661,170,98
2017,Female,Preventable/accidental,Any Opioid,1,4,6,1100,3310,3085,3113,2194,367,60,23
2017,Female,Preventable/accidental,Benzodiazepines,0,0,1,267,827,887,996,747,120,16,4
2017,Female,Preventable/accidental,Cannabis,0,0,1,15,46,32,32,24,0,1,0
2017,Female,Preventable/accidental,Cocaine,0,0,0,277,974,883,941,552,52,7,0
2017,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,397,1171,922,704,426,59,1,3
2017,Female,Preventable/accidental,Opioid subgroup - methadone,0,0,3,46,212,286,290,263,45,3,0
2017,Female,Preventable/accidental,Opioid subgroup – including fentanyl,1,4,2,729,2136,1758,1489,895,135,13,4
2017,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,1,2,235,836,1041,1420,1122,208,45,18
2017,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,1,0,254,761,707,697,392,40,0,0
2017,Male,"All (preventable, intentional, undetermined)",All drugs,19,25,25,3792,12482,10797,10089,7339,1635,236,102
2017,Male,"All (preventable, intentional, undetermined)",Any Opioid,9,17,15,2885,9589,7763,6589,4472,871,89,27
2017,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,2,3,733,1903,1558,1341,989,200,28,8
2017,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,83,135,96,91,55,13,1,2
2017,Male,"All (preventable, intentional, undetermined)",Cocaine,1,0,0,633,2443,2341,2487,1742,345,21,2
2017,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,1,1,1031,3672,2756,2283,1547,286,13,2
2017,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,5,0,115,421,417,418,396,89,3,0
2017,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,4,7,9,1877,6517,5176,4082,2442,378,24,2
2017,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,6,8,625,1903,1943,1942,1525,365,54,21
2017,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,0,499,1780,1771,1727,1228,220,8,3
2017,Male,Preventable/accidental,All drugs,5,8,16,3451,11536,9897,9058,6459,1335,144,60
2017,Male,Preventable/accidental,Any Opioid,3,3,11,2698,9015,7246,6026,3988,719,44,8
2017,Male,Preventable/accidental,Benzodiazepines,0,1,3,691,1792,1427,1182,829,132,5,0
2017,Male,Preventable/accidental,Cannabis,0,0,0,78,125,92,89,54,12,1,1
2017,Male,Preventable/accidental,Cocaine,0,0,0,614,2333,2239,2356,1669,329,19,1
2017,Male,Preventable/accidental,Opioid subgroup - heroin,0,1,1,989,3515,2622,2181,1479,273,12,1
2017,Male,Preventable/accidental,Opioid subgroup - methadone,0,1,0,104,381,382,369,361,82,3,0
2017,Male,Preventable/accidental,Opioid subgroup – including fentanyl,2,1,7,1750,6109,4846,3753,2224,329,18,0
2017,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,5,573,1744,1747,1692,1269,267,17,6
2017,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,469,1681,1690,1669,1196,217,7,2
2016,Both sexes,"All (preventable, intentional, undetermined)",All drugs,33,50,59,5376,15443,14183,14771,10632,2334,487,254
2016,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,12,38,33,4027,11552,9747,9074,6321,1213,172,56
2016,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,1,0,3,1046,2509,2479,2397,1817,344,57,29
2016,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,86,139,136,100,56,8,1,0
2016,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,5,0,1,757,2525,2431,2629,1721,284,19,0
2016,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,1,1,1728,5051,3625,3009,1777,268,7,0
2016,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,9,6,184,752,806,780,717,105,8,3
2016,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,3,5,10,1958,6094,4825,3872,2238,363,33,9
2016,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,21,18,998,2826,3102,3713,2969,669,125,40
2016,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,9,1,1,571,1762,1831,1914,1244,196,10,0
2016,Both sexes,Preventable/accidental,All drugs,7,21,27,4792,14066,12550,12535,8726,1637,276,147
2016,Both sexes,Preventable/accidental,Any Opioid,3,16,16,3725,10732,8940,8021,5385,876,77,19
2016,Both sexes,Preventable/accidental,Benzodiazepines,0,0,2,971,2301,2208,2037,1421,183,19,3
2016,Both sexes,Preventable/accidental,Cannabis,0,0,0,85,131,132,98,49,6,1,0
2016,Both sexes,Preventable/accidental,Cocaine,1,0,1,729,2400,2332,2491,1647,276,19,0
2016,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,1,1,1625,4775,3444,2827,1677,248,7,0
2016,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,4,1,165,678,713,703,637,89,5,1
2016,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,6,1824,5684,4488,3443,1947,283,13,2
2016,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,8,8,894,2538,2716,3098,2350,422,52,12
2016,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,1,523,1666,1714,1828,1189,186,8,0
2016,Female,"All (preventable, intentional, undetermined)",All drugs,15,20,39,1483,4397,4726,5796,4186,997,261,151
2016,Female,"All (preventable, intentional, undetermined)",Any Opioid,7,15,22,1041,3116,3046,3416,2460,505,88,33
2016,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,1,0,2,247,790,1024,1152,896,195,31,20
2016,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,15,23,44,31,21,3,0,0
2016,Female,"All (preventable, intentional, undetermined)",Cocaine,5,0,0,204,692,695,788,454,40,3,0
2016,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,1,1,453,1193,840,770,417,41,0,0
2016,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,5,5,48,262,327,367,306,33,4,3
2016,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,2,1,7,524,1568,1322,1250,744,135,18,6
2016,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,8,11,256,919,1271,1759,1403,351,68,21
2016,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,1,1,183,544,513,595,312,40,2,0
2016,Female,Preventable/accidental,All drugs,2,4,14,1229,3845,3953,4602,3170,587,135,91
2016,Female,Preventable/accidental,Any Opioid,1,4,7,930,2836,2713,2902,1984,319,33,14
2016,Female,Preventable/accidental,Benzodiazepines,0,0,1,214,682,868,933,662,88,6,3
2016,Female,Preventable/accidental,Cannabis,0,0,0,14,21,43,29,19,2,0,0
2016,Female,Preventable/accidental,Cocaine,1,0,0,194,652,661,738,431,38,3,0
2016,Female,Preventable/accidental,Opioid subgroup - heroin,0,1,1,419,1117,801,717,386,38,0,0
2016,Female,Preventable/accidental,Opioid subgroup - methadone,0,1,1,38,232,285,331,268,30,3,1
2016,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,3,484,1445,1197,1070,623,99,3,2
2016,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,3,206,793,1072,1416,1061,210,24,8
2016,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,166,496,469,543,284,35,2,0
2016,Male,"All (preventable, intentional, undetermined)",All drugs,18,30,20,3893,11046,9457,8975,6446,1337,226,103
2016,Male,"All (preventable, intentional, undetermined)",Any Opioid,5,23,11,2986,8436,6701,5658,3861,708,84,23
2016,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,799,1719,1455,1245,921,149,26,9
2016,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,71,116,92,69,35,5,1,0
2016,Male,"All (preventable, intentional, undetermined)",Cocaine,0,0,1,553,1833,1736,1841,1267,244,16,0
2016,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,1275,3858,2785,2239,1360,227,7,0
2016,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,4,1,136,490,479,413,411,72,4,0
2016,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,4,3,1434,4526,3503,2622,1494,228,15,3
2016,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,13,7,742,1907,1831,1954,1566,318,57,19
2016,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,7,0,0,388,1218,1318,1319,932,156,8,0
2016,Male,Preventable/accidental,All drugs,5,17,13,3563,10221,8597,7933,5556,1050,141,56
2016,Male,Preventable/accidental,Any Opioid,2,12,9,2795,7896,6227,5119,3401,557,44,5
2016,Male,Preventable/accidental,Benzodiazepines,0,0,1,757,1619,1340,1104,759,95,13,0
2016,Male,Preventable/accidental,Cannabis,0,0,0,71,110,89,69,30,4,1,0
2016,Male,Preventable/accidental,Cocaine,0,0,1,535,1748,1671,1753,1216,238,16,0
2016,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,1206,3658,2643,2110,1291,210,7,0
2016,Male,Preventable/accidental,Opioid subgroup - methadone,0,3,0,127,446,428,372,369,59,2,0
2016,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,3,1340,4239,3291,2373,1324,184,10,0
2016,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,6,5,688,1745,1644,1682,1289,212,28,4
2016,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,0,357,1170,1245,1285,905,151,6,0
2015,Both sexes,"All (preventable, intentional, undetermined)",All drugs,28,56,60,4235,11880,11505,12974,8901,1985,499,276
2015,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,13,42,28,3082,8568,7484,7595,5089,966,163,59
2015,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,0,3,3,665,1968,1963,2256,1502,332,72,27
2015,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,1,67,114,91,87,48,1,0,0
2015,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,0,1,0,442,1571,1549,1861,1166,186,8,0
2015,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,4,1,1649,4292,3012,2439,1407,176,7,1
2015,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,8,3,201,735,739,843,642,120,5,2
2015,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,4,6,4,999,2896,2289,1982,1167,194,24,14
2015,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,6,24,18,715,2327,2819,3479,2602,569,126,41
2015,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,7,1,3,416,1307,1357,1513,946,154,8,2
2015,Both sexes,Preventable/accidental,All drugs,9,25,24,3727,10708,9943,10745,7092,1382,302,164
2015,Both sexes,Preventable/accidental,Any Opioid,4,17,17,2854,7972,6794,6633,4272,723,77,17
2015,Both sexes,Preventable/accidental,Benzodiazepines,0,1,0,606,1782,1703,1822,1131,195,20,4
2015,Both sexes,Preventable/accidental,Cannabis,0,0,1,63,107,89,86,41,0,0,0
2015,Both sexes,Preventable/accidental,Cocaine,0,0,0,425,1499,1470,1756,1129,180,8,0
2015,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,1,1556,4071,2850,2308,1322,169,7,0
2015,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,5,1,190,670,672,745,564,104,3,0
2015,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,2,918,2717,2095,1739,975,138,17,4
2015,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,4,9,12,640,2092,2453,2905,2055,387,52,11
2015,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,1,1,383,1208,1252,1407,898,145,8,0
2015,Female,"All (preventable, intentional, undetermined)",All drugs,10,33,34,1258,3430,4170,5460,3729,890,263,168
2015,Female,"All (preventable, intentional, undetermined)",Any Opioid,5,23,14,871,2284,2540,3072,2075,405,90,39
2015,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,3,2,189,633,835,1132,750,177,43,15
2015,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,14,19,27,24,17,0,0,0
2015,Female,"All (preventable, intentional, undetermined)",Cocaine,0,1,0,139,439,443,559,287,30,1,0
2015,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,4,0,477,995,707,582,311,31,0,1
2015,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,5,0,52,241,307,419,289,45,1,1
2015,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,3,4,281,720,701,746,455,86,15,7
2015,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,11,9,222,757,1250,1731,1255,272,69,30
2015,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,1,2,157,417,394,480,265,24,1,0
2015,Female,Preventable/accidental,All drugs,4,14,11,1043,2922,3354,4271,2735,529,152,102
2015,Female,Preventable/accidental,Any Opioid,2,8,7,790,2073,2207,2595,1670,275,41,12
2015,Female,Preventable/accidental,Benzodiazepines,0,1,0,161,545,686,865,539,91,11,3
2015,Female,Preventable/accidental,Cannabis,0,0,0,13,17,27,23,11,0,0,0
2015,Female,Preventable/accidental,Cocaine,0,0,0,132,407,416,524,271,29,1,0
2015,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,0,451,939,660,561,292,30,0,0
2015,Female,Preventable/accidental,Opioid subgroup - methadone,0,2,0,48,216,274,373,250,41,1,0
2015,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,2,251,659,611,632,358,53,10,2
2015,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,4,5,187,653,1044,1409,974,171,29,8
2015,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,1,1,140,383,344,429,245,21,1,0
2015,Male,"All (preventable, intentional, undetermined)",All drugs,18,23,26,2977,8450,7335,7514,5172,1095,236,108
2015,Male,"All (preventable, intentional, undetermined)",Any Opioid,8,19,14,2211,6284,4944,4523,3014,561,73,20
2015,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,476,1335,1128,1124,752,155,29,12
2015,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,1,53,95,64,63,31,1,0,0
2015,Male,"All (preventable, intentional, undetermined)",Cocaine,0,0,0,303,1132,1106,1302,879,156,7,0
2015,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,1172,3297,2305,1857,1096,145,7,0
2015,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,3,149,494,432,424,353,75,4,1
2015,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,3,3,0,718,2176,1588,1236,712,108,9,7
2015,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,13,9,493,1570,1569,1748,1347,297,57,11
2015,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,1,259,890,963,1033,681,130,7,2
2015,Male,Preventable/accidental,All drugs,5,11,13,2684,7786,6589,6474,4357,853,150,62
2015,Male,Preventable/accidental,Any Opioid,2,9,10,2064,5899,4587,4038,2602,448,36,5
2015,Male,Preventable/accidental,Benzodiazepines,0,0,0,445,1237,1017,957,592,104,9,1
2015,Male,Preventable/accidental,Cannabis,0,0,1,50,90,62,63,30,0,0,0
2015,Male,Preventable/accidental,Cocaine,0,0,0,293,1092,1054,1232,858,151,7,0
2015,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,1,1105,3132,2190,1747,1030,139,7,0
2015,Male,Preventable/accidental,Opioid subgroup - methadone,0,3,1,142,454,398,372,314,63,2,0
2015,Male,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,667,2058,1484,1107,617,85,7,2
2015,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,5,7,453,1439,1409,1496,1081,216,23,3
2015,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,243,825,908,978,653,124,7,0
2014,Both sexes,"All (preventable, intentional, undetermined)",All drugs,24,44,41,3798,10055,10134,12263,8122,1816,499,253
2014,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,8,34,22,2706,7028,6338,6987,4452,861,141,68
2014,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,1,4,3,572,1722,1785,2151,1353,267,69,18
2014,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,61,82,51,58,32,3,0,0
2014,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,1,2,0,334,1165,1219,1621,912,146,14,1
2014,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,1452,3493,2398,2030,1064,127,6,3
2014,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,8,4,241,796,768,854,629,90,6,2
2014,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,2,5,3,514,1474,1264,1359,742,142,26,13
2014,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,21,17,726,2115,2644,3488,2437,556,104,46
2014,Both sexes,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,10,1,0,340,963,995,1221,668,93,4,2
2014,Both sexes,Preventable/accidental,All drugs,6,16,16,3308,8854,8468,10052,6368,1187,283,155
2014,Both sexes,Preventable/accidental,Any Opioid,2,11,10,2493,6450,5664,6037,3685,592,63,29
2014,Both sexes,Preventable/accidental,Benzodiazepines,0,3,1,513,1538,1531,1760,1033,144,17,4
2014,Both sexes,Preventable/accidental,Cannabis,0,0,0,59,79,46,53,27,3,0,0
2014,Both sexes,Preventable/accidental,Cocaine,1,1,0,317,1116,1153,1532,874,144,13,1
2014,Both sexes,Preventable/accidental,Opioid subgroup - heroin,0,0,1,1380,3311,2281,1910,999,120,4,3
2014,Both sexes,Preventable/accidental,Opioid subgroup - methadone,0,3,2,223,725,694,759,540,74,4,2
2014,Both sexes,Preventable/accidental,Opioid subgroup – including fentanyl,1,3,2,459,1327,1110,1135,595,93,14,6
2014,Both sexes,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,5,8,643,1881,2265,2898,1910,344,43,16
2014,Both sexes,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,0,315,881,896,1146,637,84,2,1
2014,Female,"All (preventable, intentional, undetermined)",All drugs,13,21,25,1075,3043,3918,5220,3576,913,273,163
2014,Female,"All (preventable, intentional, undetermined)",Any Opioid,4,16,12,711,1892,2285,2878,1864,435,82,48
2014,Female,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,1,167,564,794,1049,709,149,43,10
2014,Female,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,17,16,20,20,6,0,0,0
2014,Female,"All (preventable, intentional, undetermined)",Cocaine,0,0,0,84,342,380,482,227,16,3,1
2014,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,373,787,538,491,206,15,1,2
2014,Female,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,4,1,68,267,328,409,266,40,4,2
2014,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,3,1,138,418,475,579,346,89,19,10
2014,Female,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,9,10,197,693,1197,1694,1216,318,60,32
2014,Female,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,7,1,0,103,287,316,369,171,23,0,1
2014,Female,Preventable/accidental,All drugs,2,9,7,874,2532,3062,4081,2624,544,148,107
2014,Female,Preventable/accidental,Any Opioid,0,7,4,643,1690,1960,2406,1466,275,36,23
2014,Female,Preventable/accidental,Benzodiazepines,0,1,0,142,474,637,832,505,71,9,4
2014,Female,Preventable/accidental,Cannabis,0,0,0,15,15,16,18,5,0,0,0
2014,Female,Preventable/accidental,Cocaine,0,0,0,78,324,350,453,215,16,3,1
2014,Female,Preventable/accidental,Opioid subgroup - heroin,0,0,1,354,748,506,468,194,14,0,2
2014,Female,Preventable/accidental,Opioid subgroup - methadone,0,2,1,61,241,286,356,223,34,2,2
2014,Female,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,1,124,357,402,470,266,56,10,5
2014,Female,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,3,2,166,592,996,1367,920,194,26,13
2014,Female,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,0,94,254,275,338,157,16,0,0
2014,Male,"All (preventable, intentional, undetermined)",All drugs,11,23,16,2723,7012,6216,7043,4546,903,226,90
2014,Male,"All (preventable, intentional, undetermined)",Any Opioid,4,18,10,1995,5136,4053,4109,2588,426,59,20
2014,Male,"All (preventable, intentional, undetermined)",Benzodiazepines,1,3,2,405,1158,991,1102,644,118,26,8
2014,Male,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,44,66,31,38,26,3,0,0
2014,Male,"All (preventable, intentional, undetermined)",Cocaine,1,2,0,250,823,839,1139,685,130,11,0
2014,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,1079,2706,1860,1539,858,112,5,1
2014,Male,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,4,3,173,529,440,445,363,50,2,0
2014,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,2,2,376,1056,789,780,396,53,7,3
2014,Male,"All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,12,7,529,1422,1447,1794,1221,238,44,14
2014,Male,"All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,0,237,676,679,852,497,70,4,1
2014,Male,Preventable/accidental,All drugs,4,7,9,2434,6322,5406,5971,3744,643,135,48
2014,Male,Preventable/accidental,Any Opioid,2,4,6,1850,4760,3704,3631,2219,317,27,6
2014,Male,Preventable/accidental,Benzodiazepines,0,2,1,371,1064,894,928,528,73,8,0
2014,Male,Preventable/accidental,Cannabis,0,0,0,44,64,30,35,22,3,0,0
2014,Male,Preventable/accidental,Cocaine,1,1,0,239,792,803,1079,659,128,10,0
2014,Male,Preventable/accidental,Opioid subgroup - heroin,0,0,0,1026,2563,1775,1442,805,106,4,1
2014,Male,Preventable/accidental,Opioid subgroup - methadone,0,1,1,162,484,408,403,317,40,2,0
2014,Male,Preventable/accidental,Opioid subgroup – including fentanyl,1,1,1,335,970,708,665,329,37,4,1
2014,Male,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,6,477,1289,1269,1531,990,150,17,3
2014,Male,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,221,627,621,808,480,68,2,1
2013,Both sexes,"All (preventable, intentional, undetermined)",All drugs,30,42,33,3664,8947,9320,12045,7551,1602,481,261
2013,Both sexes,"All (preventable, intentional, undetermined)",Any Opioid,9,29,21,2486,5911,5389,6469,3873,680,119,63
2013,Both sexes,"All (preventable, intentional, undetermined)",Benzodiazepines,0,1,1,507,1488,1516,2006,1169,217,53,15
2013,Both sexes,"All (preventable, intentional, undetermined)",Cannabis,0,0,0,50,75,60,52,19,6,0,0
2013,Both sexes,"All (preventable, intentional, undetermined)",Cocaine,0,0,0,273,965,1080,1621,860,133,9,1
2013,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,1263,2695,1762,1641,818,70,4,2
2013,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,7,5,274,855,842,898,594,102,8,4
2013,Both sexes,"All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,3,1,237,640,638,893,568,98,19,7
